,2019-12-01,2019-12-15,2019-12-29,2020-01-12,2020-01-26,2020-02-09,2020-02-23,2020-03-08,2020-03-22,2020-04-05,2020-04-19,2020-05-03,2020-05-17,2020-05-31,2020-06-14,2020-06-28,2020-07-12,2020-07-26,2020-08-09,2020-08-23,2020-09-06,2020-09-20,2020-10-04,2020-10-18,2020-11-01,2020-11-15,2020-11-29,2020-12-13,2020-12-27,2021-01-10,2021-01-24,2021-02-07,2021-02-21,2021-03-07,2021-03-21,2021-04-04,2021-04-18,2021-05-02,2021-05-16,2021-05-30,2021-06-13,2021-06-27,2021-07-11,2021-07-25,2021-08-08,2021-08-22,2021-09-05,2021-09-19,2021-10-03,2021-10-17,2021-10-31,2021-11-14,2021-11-28,2021-12-12,2021-12-26,2022-01-09,2022-01-23,2022-02-06,2022-02-20,2022-03-06,2022-03-20,2022-04-03
North America / USA / South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0453,0.0875,0.124,0.1654,0.2274,0.289,0.3436,0.369,0.3876,0.40840000000000004,0.4216,0.44,0.4497,0.4606,0.48,0.5029,0.5242,0.5425,0.5550999999999999,0.5656,0.5761999999999999,0.5886,0.60144,0.6148,0.625125,0.6347,0.6537999999999999,0.6593000000000001,0.6628666666666666,0.6675,0.6701999999999999,0.6715000000000001
North America / USA / Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039599999999999996,0.07780000000000001,0.11643333333333333,0.1642,0.2234,0.2811,0.34299999999999997,0.3807,0.3996,0.4216,0.4334,0.4465,0.45899999999999996,0.4779,0.49950000000000006,0.5181,0.5318999999999999,0.5417000000000001,0.551,0.5599000000000001,0.5693,0.5828,0.59496,0.611,0.6210749999999999,0.6284000000000001,0.6423000000000001,0.6481,0.6519333333333333,0.6545000000000001,0.6565000000000001,0.6579999999999999
South America / Brazil / Sao Paulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0167,0.0274,0.0384,0.0552,0.09119999999999999,0.1225,0.149,0.18109999999999998,0.21350000000000002,0.25989999999999996,0.3333,0.4032,0.46549999999999997,0.5214,0.5963,0.6505,0.6848000000000001,0.7116,0.731,0.7458,0.7565999999999999,0.7648999999999999,0.7706999999999999,0.775425,0.7786,0.7855,0.8046,0.8234999999999999,0.8329000000000001,0.8428,0.8473999999999999
North America / USA / Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0875,0.12990000000000002,0.1711,0.2366,0.2967,0.3649,0.401,0.42560000000000003,0.4547,0.4733,0.4911,0.5094,0.5271,0.5496,0.5688,0.5855333333333334,0.5987,0.6104999999999999,0.6214,0.634,0.6483,0.66298,0.6779999999999999,0.690975,0.7054,0.7245999999999999,0.7325,0.7381333333333334,0.7418,0.7445,0.7469
North America / USA / Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0753,0.1413,0.20010000000000003,0.2642,0.33490000000000003,0.4083,0.4449,0.46549999999999997,0.4919,0.5027,0.5123,0.5192,0.5272,0.5404,0.5546,0.5661333333333334,0.5748,0.5824,0.5886,0.5964,0.6093999999999999,0.6222599999999999,0.636,0.645275,0.6542,0.6636,0.6683,0.6716333333333334,0.6735,0.6751,0.6765000000000001
North America / USA / Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043899999999999995,0.0857,0.1375,0.1852,0.25579999999999997,0.3396,0.41700000000000004,0.4719,0.5069,0.5484,0.5696,0.5906,0.6033,0.6164999999999999,0.6335999999999999,0.6498999999999999,0.6524692307692308,0.6526846153846154,0.6529,0.6531153846153847,0.6561,0.6630846153846153,0.6890999999999999,0.7073999999999999,0.7173714285714284,0.7328,0.7482,0.7539428571428571,0.7577166666666667,0.7605714285714286,0.7624,0.7632833333333332
Asia / Japan / Hyogo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.0005333333333333334,0.004733333333333333,0.007466666666666667,0.009899999999999999,0.0269,0.043899999999999995,0.0951,0.17190000000000003,0.2473,0.3259,0.38409999999999994,0.47005,0.5278,0.592325,0.66535,0.7162999999999999,0.7565000000000001,0.7781999999999999,0.7873,0.7912,0.7939,0.7957,0.8018538461538461,0.8039000000000001,0.8046,0.8061,0.8076000000000001,0.810225,0.8140999999999999
Oceania / Australia / New South Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0102,0.0296,0.054299999999999994,0.0776,0.1074,0.1452,0.19390000000000002,0.22870000000000001,0.2636,0.304,0.3532,0.42200000000000004,0.505,0.5834,0.657,0.7062999999999999,0.7387999999999999,0.7585999999999999,0.7746,0.7836,0.7915000000000001,0.7961,0.828,0.8459,0.8523000000000001,0.8567,0.8595,0.8615999999999999
Europe / Germany / Schleswig Holstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.008100000000000001,0.0195,0.0279,0.04,0.0632,0.092,0.1274,0.1993,0.2848,0.3734,0.43320000000000003,0.48950000000000005,0.5471,0.5936,0.6167,0.6314,0.6476000000000001,0.6640999999999999,0.6770999999999999,0.6867,0.6933,0.6989,0.7051999999999999,0.7178,0.7312000000000001,0.743,0.7502,0.758,0.7626000000000001,0.7648,0.7662,0.7673000000000001,0.768
Europe / Sweden / Stockholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.021,0.0311,0.0421,0.0664,0.0955,0.1272,0.1918,0.26789999999999997,0.32899999999999996,0.3728,0.42060000000000003,0.4789,0.5575,0.6154999999999999,0.64,0.664,0.6801999999999999,0.6922,0.7,0.7109000000000001,0.7256,0.7315999999999999,0.7403,0.7495999999999999,0.7555,0.7582,0.7629,0.7653,0.7666,0.7674,0.768,0.7684000000000001
North America / USA / Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518,0.085,0.1127,0.14880000000000002,0.218,0.27940000000000004,0.34990000000000004,0.3862,0.40979999999999994,0.4416,0.461,0.4789,0.49119999999999997,0.5069,0.5316,0.5577000000000001,0.5772333333333334,0.5917,0.5978,0.606,0.6142,0.6224000000000001,0.63958,0.6522,0.664475,0.6767,0.6922,0.7001999999999999,0.7065,0.713,0.7179000000000001,0.7221
Europe / Sweden / Vastra Gotaland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.021,0.0311,0.0421,0.0664,0.0955,0.1272,0.1918,0.26789999999999997,0.32899999999999996,0.3728,0.42060000000000003,0.4789,0.5575,0.6154999999999999,0.64,0.664,0.6801999999999999,0.6922,0.7,0.7109000000000001,0.7256,0.7315999999999999,0.7403,0.7495999999999999,0.7555,0.7582,0.7629,0.7653,0.7666,0.7674,0.768,0.7684000000000001
Europe / Netherlands / Zuid Holland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002357142857142857,0.011214285714285715,0.032914285714285715,0.052828571428571426,0.07824285714285714,0.09475714285714286,0.1288857142857143,0.20064285714285715,0.2666428571428572,0.33964285714285714,0.3985285714285714,0.4929,0.5854285714285714,0.6827,0.7066857142857143,0.7204285714285714,0.7289428571428572,0.7355999999999999,0.7425857142857143,0.7502571428571427,0.7545,0.7594857142857143,0.7673142857142857,0.7719,0.7743285714285715,0.7756571428571429,0.7768857142857143,0.7790714285714286,0.7823857142857142,0.7831142857142858,0.7833142857142857,0.7835285714285715,0.7837999999999999
Europe / Ireland / Dublin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.029900000000000003,0.0333,0.0475,0.0796,0.10490000000000001,0.1411,0.182,0.24600000000000002,0.33409999999999995,0.4172,0.48009999999999997,0.5224,0.5744,0.6546,0.7018000000000001,0.7362000000000001,0.7552,0.762,0.7665000000000001,0.7692,0.7738499999999999,0.7776000000000001,0.7816,0.7845,0.7866,0.7937000000000001,0.8090999999999999,0.8122,0.8147,0.8162,0.8169,0.8177
Europe / Germany / Bavaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.008100000000000001,0.0195,0.0279,0.04,0.0632,0.092,0.1274,0.1993,0.2848,0.3734,0.43320000000000003,0.48950000000000005,0.5471,0.5936,0.6167,0.6314,0.6476000000000001,0.6640999999999999,0.6770999999999999,0.6867,0.6933,0.6989,0.7051999999999999,0.7178,0.7312000000000001,0.743,0.7502,0.758,0.7626000000000001,0.7648,0.7662,0.7673000000000001,0.768
Europe / Germany / North Rhine Westphalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.008100000000000001,0.0195,0.0279,0.04,0.0632,0.092,0.1274,0.1993,0.2848,0.3734,0.43320000000000003,0.48950000000000005,0.5471,0.5936,0.6167,0.6314,0.6476000000000001,0.6640999999999999,0.6770999999999999,0.6867,0.6933,0.6989,0.7051999999999999,0.7178,0.7312000000000001,0.743,0.7502,0.758,0.7626000000000001,0.7648,0.7662,0.7673000000000001,0.768
Europe / Netherlands / Limburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002357142857142857,0.011214285714285715,0.032914285714285715,0.052828571428571426,0.07824285714285714,0.09475714285714286,0.1288857142857143,0.20064285714285715,0.2666428571428572,0.33964285714285714,0.3985285714285714,0.4929,0.5854285714285714,0.6827,0.7066857142857143,0.7204285714285714,0.7289428571428572,0.7355999999999999,0.7425857142857143,0.7502571428571427,0.7545,0.7594857142857143,0.7673142857142857,0.7719,0.7743285714285715,0.7756571428571429,0.7768857142857143,0.7790714285714286,0.7823857142857142,0.7831142857142858,0.7833142857142857,0.7835285714285715,0.7837999999999999
Europe / Netherlands / Noord Brabant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002357142857142857,0.011214285714285715,0.032914285714285715,0.052828571428571426,0.07824285714285714,0.09475714285714286,0.1288857142857143,0.20064285714285715,0.2666428571428572,0.33964285714285714,0.3985285714285714,0.4929,0.5854285714285714,0.6827,0.7066857142857143,0.7204285714285714,0.7289428571428572,0.7355999999999999,0.7425857142857143,0.7502571428571427,0.7545,0.7594857142857143,0.7673142857142857,0.7719,0.7743285714285715,0.7756571428571429,0.7768857142857143,0.7790714285714286,0.7823857142857142,0.7831142857142858,0.7833142857142857,0.7835285714285715,0.7837999999999999
North America / Canada / Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014000000000000002,0.0084,0.0203,0.024,0.0288,0.048499999999999995,0.0883,0.1507,0.2402,0.3358,0.4495,0.5669,0.6451,0.6738,0.6912999999999999,0.7055,0.7167,0.7273000000000001,0.7397,0.7522,0.7663,0.7761,0.7831999999999999,0.7881,0.7954000000000001,0.8176000000000001,0.8306999999999999,0.8373999999999999,0.8451000000000001,0.8504999999999999,0.8534999999999999,0.8554999999999999,0.8563,0.857
Europe / Finland / Uusimaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005600000000000001,0.0208,0.0323,0.0535,0.09050000000000001,0.1355,0.1791,0.24609999999999999,0.3161,0.3829,0.4451,0.5168,0.5820000000000001,0.6289,0.6559999999999999,0.6795,0.7132,0.7315,0.7404000000000001,0.7473000000000001,0.7548999999999999,0.7629,0.768,0.7705844827586207,0.770753448275862,0.7709224137931034,0.7710913793103448,0.7728,0.7993999999999999,0.803644,0.8037000000000001,0.8114571428571429,0.8122428571428572
Europe / Netherlands / Noord Holland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002357142857142857,0.011214285714285715,0.032914285714285715,0.052828571428571426,0.07824285714285714,0.09475714285714286,0.1288857142857143,0.20064285714285715,0.2666428571428572,0.33964285714285714,0.3985285714285714,0.4929,0.5854285714285714,0.6827,0.7066857142857143,0.7204285714285714,0.7289428571428572,0.7355999999999999,0.7425857142857143,0.7502571428571427,0.7545,0.7594857142857143,0.7673142857142857,0.7719,0.7743285714285715,0.7756571428571429,0.7768857142857143,0.7790714285714286,0.7823857142857142,0.7831142857142858,0.7833142857142857,0.7835285714285715,0.7837999999999999
Europe / Netherlands / Gelderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002357142857142857,0.011214285714285715,0.032914285714285715,0.052828571428571426,0.07824285714285714,0.09475714285714286,0.1288857142857143,0.20064285714285715,0.2666428571428572,0.33964285714285714,0.3985285714285714,0.4929,0.5854285714285714,0.6827,0.7066857142857143,0.7204285714285714,0.7289428571428572,0.7355999999999999,0.7425857142857143,0.7502571428571427,0.7545,0.7594857142857143,0.7673142857142857,0.7719,0.7743285714285715,0.7756571428571429,0.7768857142857143,0.7790714285714286,0.7823857142857142,0.7831142857142858,0.7833142857142857,0.7835285714285715,0.7837999999999999
Europe / Netherlands / Utrecht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002357142857142857,0.011214285714285715,0.032914285714285715,0.052828571428571426,0.07824285714285714,0.09475714285714286,0.1288857142857143,0.20064285714285715,0.2666428571428572,0.33964285714285714,0.3985285714285714,0.4929,0.5854285714285714,0.6827,0.7066857142857143,0.7204285714285714,0.7289428571428572,0.7355999999999999,0.7425857142857143,0.7502571428571427,0.7545,0.7594857142857143,0.7673142857142857,0.7719,0.7743285714285715,0.7756571428571429,0.7768857142857143,0.7790714285714286,0.7823857142857142,0.7831142857142858,0.7833142857142857,0.7835285714285715,0.7837999999999999
North America / USA / Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044800000000000006,0.09369999999999999,0.1398,0.19920000000000002,0.268,0.3425,0.42210000000000003,0.4779,0.51,0.5434,0.5565,0.5676,0.5760000000000001,0.5838,0.5975,0.6115999999999999,0.6221333333333333,0.6303,0.6372,0.6441,0.6520999999999999,0.6684,0.6869000000000001,0.7026,0.711125,0.7209,0.7318000000000001,0.7378,0.7418333333333333,0.7444,0.746,0.7475
Europe / Denmark / Hovedstaden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0177,0.027999999999999997,0.0302,0.050499999999999996,0.0872,0.10339999999999999,0.12710000000000002,0.1776,0.22820000000000001,0.2791,0.35969999999999996,0.462,0.5523,0.6291,0.6984,0.7311,0.746,0.7548,0.759,0.7617,0.7639,0.7666,0.7733,0.7809,0.8001999999999999,0.82,0.8271999999999999,0.8301000000000001,0.8309000000000001,0.8312,0.8314,0.8315,0.8317
Europe / France / Ile De France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0169,0.0305,0.0405,0.061200000000000004,0.0962,0.1432,0.1923,0.242,0.3096,0.38630000000000003,0.45840000000000003,0.5047999999999999,0.5411,0.6015,0.6720999999999999,0.7116,0.7352,0.7486,0.7565000000000001,0.763,0.768,0.7720999999999999,0.7768999999999999,0.7811,0.7859999999999999,0.7927,0.7994,0.8024,0.804,0.8047,0.8051,0.8054000000000001
Europe / Denmark / Sjaelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0177,0.027999999999999997,0.0302,0.050499999999999996,0.0872,0.10339999999999999,0.12710000000000002,0.1776,0.22820000000000001,0.2791,0.35969999999999996,0.462,0.5523,0.6291,0.6984,0.7311,0.746,0.7548,0.759,0.7617,0.7639,0.7666,0.7733,0.7809,0.8001999999999999,0.82,0.8271999999999999,0.8301000000000001,0.8309000000000001,0.8312,0.8314,0.8315,0.8317
Europe / Denmark / Nordjylland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0177,0.027999999999999997,0.0302,0.050499999999999996,0.0872,0.10339999999999999,0.12710000000000002,0.1776,0.22820000000000001,0.2791,0.35969999999999996,0.462,0.5523,0.6291,0.6984,0.7311,0.746,0.7548,0.759,0.7617,0.7639,0.7666,0.7733,0.7809,0.8001999999999999,0.82,0.8271999999999999,0.8301000000000001,0.8309000000000001,0.8312,0.8314,0.8315,0.8317
Europe / Germany / Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.008100000000000001,0.0195,0.0279,0.04,0.0632,0.092,0.1274,0.1993,0.2848,0.3734,0.43320000000000003,0.48950000000000005,0.5471,0.5936,0.6167,0.6314,0.6476000000000001,0.6640999999999999,0.6770999999999999,0.6867,0.6933,0.6989,0.7051999999999999,0.7178,0.7312000000000001,0.743,0.7502,0.758,0.7626000000000001,0.7648,0.7662,0.7673000000000001,0.768
North America / USA / New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0603,0.0885,0.12179999999999999,0.17679999999999998,0.256,0.34049999999999997,0.4278,0.4829,0.5175,0.5566,0.5782,0.5971,0.6104999999999999,0.6235,0.6426000000000001,0.6623,0.6815000000000001,0.7003,0.7176,0.73,0.7436,0.7589,0.7800199999999999,0.8101,0.8328249999999999,0.8538,0.8702,0.8795000000000001,0.8863666666666665,0.8914,0.894,0.8964
Asia / India / Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0042,0.0073,0.0124,0.027000000000000003,0.0493,0.0771,0.0909,0.1017,0.1188,0.1454,0.1887,0.2182,0.24530000000000002,0.284,0.32380000000000003,0.377,0.4322,0.47350000000000003,0.49920000000000003,0.5264,0.5402,0.5631,0.5861,0.6009,0.636,0.6674,0.6827,0.6908,0.6942,0.6972,0.7108333333333334
Oceania / Australia / Queensland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0102,0.0296,0.054299999999999994,0.0776,0.1074,0.1452,0.19390000000000002,0.22870000000000001,0.2636,0.304,0.3532,0.42200000000000004,0.505,0.5834,0.657,0.7062999999999999,0.7387999999999999,0.7585999999999999,0.7746,0.7836,0.7915000000000001,0.7961,0.828,0.8459,0.8523000000000001,0.8567,0.8595,0.8615999999999999
Europe / Belgium / Ghent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0216,0.031200000000000002,0.0383,0.0582,0.0915,0.1374,0.2053,0.2713,0.3419,0.4032,0.49329999999999996,0.6062,0.6587999999999999,0.6851999999999999,0.7104,0.7232,0.7321,0.7383,0.7443000000000001,0.7486,0.7532,0.7576,0.7623000000000001,0.7651,0.7674,0.7706000000000001,0.7831,0.7895,0.7922,0.7931999999999999,0.7936,0.7938
North America / USA / West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09140000000000001,0.12140000000000001,0.15833333333333335,0.2028,0.264,0.3176,0.3454,0.3594,0.3804,0.4061,0.42,0.43270000000000003,0.45640000000000003,0.45899999999999996,0.46270000000000006,0.4675,0.4728333333333333,0.4782,0.4827,0.4867,0.4899,0.4932,0.5389599999999999,0.57755,0.61655,0.6243,0.6332,0.6374,0.6405333333333333,0.6429,0.6446999999999999,0.6461
North America / Canada / Ontario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014000000000000002,0.0084,0.0203,0.024,0.0288,0.048499999999999995,0.0883,0.1507,0.2402,0.3358,0.4495,0.5669,0.6451,0.6738,0.6912999999999999,0.7055,0.7167,0.7273000000000001,0.7397,0.7522,0.7663,0.7761,0.7831999999999999,0.7881,0.7954000000000001,0.8176000000000001,0.8306999999999999,0.8373999999999999,0.8451000000000001,0.8504999999999999,0.8534999999999999,0.8554999999999999,0.8563,0.857
Europe / France / Nouvelle Aquitaine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0169,0.0305,0.0405,0.061200000000000004,0.0962,0.1432,0.1923,0.242,0.3096,0.38630000000000003,0.45840000000000003,0.5047999999999999,0.5411,0.6015,0.6720999999999999,0.7116,0.7352,0.7486,0.7565000000000001,0.763,0.768,0.7720999999999999,0.7768999999999999,0.7811,0.7859999999999999,0.7927,0.7994,0.8024,0.804,0.8047,0.8051,0.8054000000000001
North America / USA / Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547,0.08869999999999999,0.11109999999999999,0.1505,0.21710000000000002,0.28059999999999996,0.3544,0.39759999999999995,0.4219,0.4493,0.4636,0.4813,0.4951,0.5125,0.531,0.5527000000000001,0.5689,0.5813,0.5913,0.6019,0.6114,0.6201,0.63848,0.6593000000000001,0.669725,0.679,0.6905,0.7026,0.7107333333333332,0.7123999999999999,0.7147,0.7176
Europe / France / Auvergne Rhone Alpes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0169,0.0305,0.0405,0.061200000000000004,0.0962,0.1432,0.1923,0.242,0.3096,0.38630000000000003,0.45840000000000003,0.5047999999999999,0.5411,0.6015,0.6720999999999999,0.7116,0.7352,0.7486,0.7565000000000001,0.763,0.768,0.7720999999999999,0.7768999999999999,0.7811,0.7859999999999999,0.7927,0.7994,0.8024,0.804,0.8047,0.8051,0.8054000000000001
North America / USA / Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0633,0.0915,0.13085,0.1729,0.2377,0.30510000000000004,0.3818,0.42310000000000003,0.4568,0.49,0.5122,0.5316,0.5477000000000001,0.5670000000000001,0.5963,0.6258,0.6444666666666666,0.6601,0.6707,0.6812999999999999,0.6912999999999999,0.7034,0.71672,0.7301000000000001,0.740675,0.7531,0.7684000000000001,0.7743000000000001,0.7785333333333333,0.7820999999999999,0.7846,0.7870999999999999
