,2019-12-01,2019-12-15,2019-12-29,2020-01-12,2020-01-26,2020-02-09,2020-02-23,2020-03-08,2020-03-22,2020-04-05,2020-04-19,2020-05-03,2020-05-17,2020-05-31,2020-06-14,2020-06-28,2020-07-12,2020-07-26,2020-08-09,2020-08-23,2020-09-06,2020-09-20,2020-10-04,2020-10-18,2020-11-01,2020-11-15,2020-11-29,2020-12-13,2020-12-27,2021-01-10,2021-01-24,2021-02-07,2021-02-21,2021-03-07,2021-03-21,2021-04-04,2021-04-18,2021-05-02,2021-05-16,2021-05-30,2021-06-13,2021-06-27,2021-07-11,2021-07-25,2021-08-08,2021-08-22,2021-09-05,2021-09-19,2021-10-03,2021-10-17,2021-10-31,2021-11-14,2021-11-28,2021-12-12,2021-12-26,2022-01-09,2022-01-23,2022-02-06,2022-02-20,2022-03-06,2022-03-20,2022-04-03
South America / Brazil / Sao Paulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0055000000000000005,0.0127,0.0194,0.0252,0.0449,0.0742,0.08960000000000001,0.10369999999999999,0.1114,0.1195,0.1427,0.17559999999999998,0.21280000000000002,0.25780000000000003,0.313,0.3761,0.43770000000000003,0.4889,0.5426,0.5847,0.621,0.6515000000000001,0.6667399999999999,0.6747,0.6943,0.705,0.7173,0.7278,0.7424,0.7524
North America / USA / Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0203,0.0537,0.0917,0.1333,0.17809999999999998,0.23989999999999997,0.28859999999999997,0.33799999999999997,0.3678,0.38909999999999995,0.41479999999999995,0.4289,0.439,0.45130000000000003,0.46649999999999997,0.48413333333333336,0.4982,0.5097999999999999,0.5199,0.5297999999999999,0.5377000000000001,0.54392,0.5548,0.562275,0.57,0.581,0.588,0.5948333333333333,0.5985,0.601,0.603
North America / USA / Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0277,0.046799999999999994,0.087,0.1595,0.2133,0.2837,0.3515,0.406,0.4374,0.457,0.4767,0.48719999999999997,0.4932,0.5001,0.509,0.5210333333333333,0.5318,0.5411,0.5483,0.5555,0.5611999999999999,0.5650799999999999,0.5789,0.5867,0.5937,0.6008,0.6054999999999999,0.6095999999999999,0.6122,0.6141,0.6158
North America / USA / Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010700000000000001,0.022799999999999997,0.044199999999999996,0.0875,0.13949999999999999,0.1816,0.25120000000000003,0.3127,0.3651,0.3996,0.4224,0.4548,0.47130000000000005,0.4814,0.49119999999999997,0.5035000000000001,0.5221138461538462,0.542876923076923,0.56364,0.5844030769230769,0.6042000000000001,0.6076076923076923,0.61485,0.6317,0.6393714285714286,0.6479,0.6568999999999999,0.6641142857142857,0.6713666666666666,0.6764285714285714,0.6798000000000001,0.6822
Asia / Japan / Hyogo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0017666666666666666,0.005699999999999999,0.0083,0.015600000000000001,0.03,0.0593,0.1235,0.1968,0.2647,0.339975,0.4108,0.47887500000000005,0.54295,0.6122,0.6731999999999999,0.7238,0.7547,0.7709999999999999,0.7779,0.781725,0.7882384615384616,0.7906,0.7925,0.7942,0.7959999999999999,0.79725,0.7992
Oceania / Australia / New South Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0032,0.0072,0.0101,0.0129,0.0194,0.0336,0.057300000000000004,0.0902,0.1303,0.1804,0.242,0.3073,0.3762,0.45630000000000004,0.5569,0.6409999999999999,0.693,0.7253000000000001,0.7473000000000001,0.7639,0.7719,0.7798,0.7867000000000001,0.792,0.7959,0.8125,0.8256
Europe / Germany / Schleswig Holstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0126,0.0217,0.030699999999999998,0.0409,0.054000000000000006,0.0662,0.0802,0.1137,0.1789,0.2676,0.3586,0.4313,0.5012,0.5563,0.5971,0.6196,0.6378,0.6535,0.6642,0.6735,0.6819,0.6916,0.7028,0.7155,0.7264,0.7413,0.7515999999999999,0.7584000000000001,0.7624,0.7646,0.7662
Europe / Sweden / Stockholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.008,0.0226,0.031400000000000004,0.04019999999999999,0.053399999999999996,0.0689,0.0753,0.1011,0.1497,0.22640000000000002,0.3069,0.3594,0.3953,0.45,0.524,0.5915,0.6303,0.654,0.6674,0.6769,0.6853,0.6993,0.7132999999999999,0.7221,0.7265,0.7361,0.7408,0.7445999999999999,0.7468,0.7482,0.7490000000000001
North America / USA / Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0269,0.0483,0.08109999999999999,0.1084,0.1574,0.2227,0.2772,0.3234,0.3543,0.3795,0.4077,0.4218,0.4337,0.44520000000000004,0.46130000000000004,0.4817,0.5019,0.5144,0.5246,0.5339,0.5405,0.54606,0.5581,0.56745,0.5747,0.5842,0.5916,0.5978,0.6022,0.6057,0.6087
Europe / Sweden / Vastra Gotaland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.008,0.0226,0.031400000000000004,0.04019999999999999,0.053399999999999996,0.0689,0.0753,0.1011,0.1497,0.22640000000000002,0.3069,0.3594,0.3953,0.45,0.524,0.5915,0.6303,0.654,0.6674,0.6769,0.6853,0.6993,0.7132999999999999,0.7221,0.7265,0.7361,0.7408,0.7445999999999999,0.7468,0.7482,0.7490000000000001
Europe / Netherlands / Zuid Holland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.010542857142857142,0.021828571428571426,0.03441428571428571,0.046771428571428575,0.05965714285714286,0.07635714285714286,0.11698571428571429,0.18615714285714283,0.2697428571428572,0.3503142857142857,0.4190857142857143,0.5076142857142857,0.5893285714285714,0.6370285714285714,0.6574142857142857,0.6674000000000001,0.6763428571428571,0.6835428571428572,0.6898,0.6953999999999999,0.7016857142857144,0.7081714285714286,0.7122,0.7149714285714286,0.7170142857142857,0.7184857142857143,0.7193285714285714,0.7197142857142858,0.7202428571428572,0.7217428571428571
Europe / Ireland / Dublin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0191,0.028900000000000002,0.032400000000000005,0.0391,0.0588,0.0767,0.0971,0.1313,0.1881,0.24539999999999998,0.3546,0.4658,0.5433,0.6032,0.6631999999999999,0.7029000000000001,0.7351000000000001,0.7502,0.7567,0.76095,0.7641,0.7689,0.7726000000000001,0.7755,0.778,0.7802,0.79,0.7974,0.8014,0.804,0.8059000000000001
Europe / Germany / Bavaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0126,0.0217,0.030699999999999998,0.0409,0.054000000000000006,0.0662,0.0802,0.1137,0.1789,0.2676,0.3586,0.4313,0.5012,0.5563,0.5971,0.6196,0.6378,0.6535,0.6642,0.6735,0.6819,0.6916,0.7028,0.7155,0.7264,0.7413,0.7515999999999999,0.7584000000000001,0.7624,0.7646,0.7662
Europe / Germany / North Rhine Westphalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0126,0.0217,0.030699999999999998,0.0409,0.054000000000000006,0.0662,0.0802,0.1137,0.1789,0.2676,0.3586,0.4313,0.5012,0.5563,0.5971,0.6196,0.6378,0.6535,0.6642,0.6735,0.6819,0.6916,0.7028,0.7155,0.7264,0.7413,0.7515999999999999,0.7584000000000001,0.7624,0.7646,0.7662
Europe / Netherlands / Limburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.010542857142857142,0.021828571428571426,0.03441428571428571,0.046771428571428575,0.05965714285714286,0.07635714285714286,0.11698571428571429,0.18615714285714283,0.2697428571428572,0.3503142857142857,0.4190857142857143,0.5076142857142857,0.5893285714285714,0.6370285714285714,0.6574142857142857,0.6674000000000001,0.6763428571428571,0.6835428571428572,0.6898,0.6953999999999999,0.7016857142857144,0.7081714285714286,0.7122,0.7149714285714286,0.7170142857142857,0.7184857142857143,0.7193285714285714,0.7197142857142858,0.7202428571428572,0.7217428571428571
Europe / Netherlands / Noord Brabant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.010542857142857142,0.021828571428571426,0.03441428571428571,0.046771428571428575,0.05965714285714286,0.07635714285714286,0.11698571428571429,0.18615714285714283,0.2697428571428572,0.3503142857142857,0.4190857142857143,0.5076142857142857,0.5893285714285714,0.6370285714285714,0.6574142857142857,0.6674000000000001,0.6763428571428571,0.6835428571428572,0.6898,0.6953999999999999,0.7016857142857144,0.7081714285714286,0.7122,0.7149714285714286,0.7170142857142857,0.7184857142857143,0.7193285714285714,0.7197142857142858,0.7202428571428572,0.7217428571428571
North America / Canada / Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0015,0.004699999999999999,0.011200000000000002,0.0152,0.017,0.0192,0.0246,0.0305,0.0382,0.0545,0.12279999999999999,0.2647,0.4314,0.5505,0.6161,0.6537000000000001,0.6773,0.6942,0.713,0.7284,0.7429000000000001,0.7533,0.7615000000000001,0.767,0.7714,0.7757,0.7835,0.7972,0.8083,0.8134999999999999,0.8167,0.8195
Europe / Finland / Uusimaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0096,0.0138,0.0159,0.0163,0.0167,0.0235,0.0321,0.0521,0.0892,0.13369999999999999,0.17809999999999998,0.2466,0.3172,0.3908,0.467,0.5371,0.5912,0.6355,0.6716,0.7005,0.7173,0.727,0.7363,0.736754054054054,0.7372081081081081,0.74076,0.75315,0.7601,0.7635,0.7743,0.7771
Europe / Netherlands / Noord Holland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.010542857142857142,0.021828571428571426,0.03441428571428571,0.046771428571428575,0.05965714285714286,0.07635714285714286,0.11698571428571429,0.18615714285714283,0.2697428571428572,0.3503142857142857,0.4190857142857143,0.5076142857142857,0.5893285714285714,0.6370285714285714,0.6574142857142857,0.6674000000000001,0.6763428571428571,0.6835428571428572,0.6898,0.6953999999999999,0.7016857142857144,0.7081714285714286,0.7122,0.7149714285714286,0.7170142857142857,0.7184857142857143,0.7193285714285714,0.7197142857142858,0.7202428571428572,0.7217428571428571
Europe / Netherlands / Gelderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.010542857142857142,0.021828571428571426,0.03441428571428571,0.046771428571428575,0.05965714285714286,0.07635714285714286,0.11698571428571429,0.18615714285714283,0.2697428571428572,0.3503142857142857,0.4190857142857143,0.5076142857142857,0.5893285714285714,0.6370285714285714,0.6574142857142857,0.6674000000000001,0.6763428571428571,0.6835428571428572,0.6898,0.6953999999999999,0.7016857142857144,0.7081714285714286,0.7122,0.7149714285714286,0.7170142857142857,0.7184857142857143,0.7193285714285714,0.7197142857142858,0.7202428571428572,0.7217428571428571
Europe / Netherlands / Utrecht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.010542857142857142,0.021828571428571426,0.03441428571428571,0.046771428571428575,0.05965714285714286,0.07635714285714286,0.11698571428571429,0.18615714285714283,0.2697428571428572,0.3503142857142857,0.4190857142857143,0.5076142857142857,0.5893285714285714,0.6370285714285714,0.6574142857142857,0.6674000000000001,0.6763428571428571,0.6835428571428572,0.6898,0.6953999999999999,0.7016857142857144,0.7081714285714286,0.7122,0.7149714285714286,0.7170142857142857,0.7184857142857143,0.7193285714285714,0.7197142857142858,0.7202428571428572,0.7217428571428571
North America / USA / Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0279,0.0611,0.1001,0.152,0.21280000000000002,0.28809999999999997,0.3549,0.41600000000000004,0.4603,0.4857,0.5103,0.527,0.5347999999999999,0.5424,0.5515,0.5641,0.5752,0.5837,0.5915,0.599,0.6185,0.6224999999999999,0.6424,0.6516,0.6601,0.6678000000000001,0.6731999999999999,0.6792,0.684,0.6859999999999999,0.6879000000000001
Europe / Denmark / Hovedstaden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0217,0.0273,0.0319,0.0501,0.06509999999999999,0.08109999999999999,0.109,0.1723,0.2087,0.25120000000000003,0.3118,0.3979,0.5051,0.5935,0.6876000000000001,0.7259,0.7402,0.7483,0.7539,0.7578,0.7617,0.7665000000000001,0.775,0.7834,0.8055,0.8177,0.8219,0.8234,0.8242,0.8245999999999999,0.8249
Europe / France / Ile De France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0176,0.028999999999999998,0.0365,0.0466,0.0675,0.0981,0.1335,0.1641,0.21489999999999998,0.2914,0.3764,0.4537,0.5028,0.5573,0.6154999999999999,0.6454000000000001,0.6634,0.6748000000000001,0.6827,0.6896,0.6984,0.7132999999999999,0.7298,0.7451000000000001,0.7592,0.7693000000000001,0.7765000000000001,0.7794,0.7805,0.7811
Europe / Denmark / Sjaelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0217,0.0273,0.0319,0.0501,0.06509999999999999,0.08109999999999999,0.109,0.1723,0.2087,0.25120000000000003,0.3118,0.3979,0.5051,0.5935,0.6876000000000001,0.7259,0.7402,0.7483,0.7539,0.7578,0.7617,0.7665000000000001,0.775,0.7834,0.8055,0.8177,0.8219,0.8234,0.8242,0.8245999999999999,0.8249
Europe / Denmark / Nordjylland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0217,0.0273,0.0319,0.0501,0.06509999999999999,0.08109999999999999,0.109,0.1723,0.2087,0.25120000000000003,0.3118,0.3979,0.5051,0.5935,0.6876000000000001,0.7259,0.7402,0.7483,0.7539,0.7578,0.7617,0.7665000000000001,0.775,0.7834,0.8055,0.8177,0.8219,0.8234,0.8242,0.8245999999999999,0.8249
Europe / Germany / Hamburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0126,0.0217,0.030699999999999998,0.0409,0.054000000000000006,0.0662,0.0802,0.1137,0.1789,0.2676,0.3586,0.4313,0.5012,0.5563,0.5971,0.6196,0.6378,0.6535,0.6642,0.6735,0.6819,0.6916,0.7028,0.7155,0.7264,0.7413,0.7515999999999999,0.7584000000000001,0.7624,0.7646,0.7662
North America / USA / New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.026699999999999998,0.06,0.087,0.1242,0.2069,0.2866,0.3566,0.4252,0.4673,0.49979999999999997,0.537,0.5533,0.5657,0.5779,0.5911,0.6081666666666666,0.6256,0.6413,0.655,0.6672,0.6761,0.68392,0.7041,0.714775,0.725,0.7363,0.7454999999999999,0.7525,0.7570999999999999,0.76,0.7626000000000001
Asia / India / Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007000000000000001,0.0027,0.0054,0.0075,0.0118,0.0197,0.0291,0.030899999999999997,0.0336,0.039599999999999996,0.0526,0.067,0.08109999999999999,0.09300000000000001,0.1142,0.1454,0.17679999999999998,0.20149999999999998,0.23620000000000002,0.2657,0.3147,0.36939999999999995,0.4144,0.4532,0.49119999999999997,0.5243,0.5547,0.575,0.5881000000000001,0.5978666666666667
Oceania / Australia / Queensland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0032,0.0072,0.0101,0.0129,0.0194,0.0336,0.057300000000000004,0.0902,0.1303,0.1804,0.242,0.3073,0.3762,0.45630000000000004,0.5569,0.6409999999999999,0.693,0.7253000000000001,0.7473000000000001,0.7639,0.7719,0.7798,0.7867000000000001,0.792,0.7959,0.8125,0.8256
Europe / Belgium / Ghent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0106,0.0263,0.032400000000000005,0.0412,0.0529,0.0661,0.07629999999999999,0.12380000000000001,0.1873,0.27399999999999997,0.3373,0.42590000000000006,0.5415,0.6377,0.6825,0.7106,0.7206999999999999,0.7299,0.7359,0.7411,0.7453,0.7502,0.7543000000000001,0.758,0.7598999999999999,0.7619,0.768,0.7783,0.7820999999999999,0.7844,0.7853
North America / USA / West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218,0.057999999999999996,0.09326666666666666,0.1278,0.1595,0.2116,0.266,0.3089,0.3283,0.34009999999999996,0.3543,0.36950000000000005,0.38689999999999997,0.38939999999999997,0.3918,0.3946,0.39786666666666665,0.40149999999999997,0.405,0.40840000000000004,0.4104,0.4117,0.41534,0.4819,0.5487500000000001,0.5539999999999999,0.5594,0.5633,0.5664,0.5687,0.5706,0.5720000000000001
North America / Canada / Ontario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0015,0.004699999999999999,0.011200000000000002,0.0152,0.017,0.0192,0.0246,0.0305,0.0382,0.0545,0.12279999999999999,0.2647,0.4314,0.5505,0.6161,0.6537000000000001,0.6773,0.6942,0.713,0.7284,0.7429000000000001,0.7533,0.7615000000000001,0.767,0.7714,0.7757,0.7835,0.7972,0.8083,0.8134999999999999,0.8167,0.8195
Europe / France / Nouvelle Aquitaine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0176,0.028999999999999998,0.0365,0.0466,0.0675,0.0981,0.1335,0.1641,0.21489999999999998,0.2914,0.3764,0.4537,0.5028,0.5573,0.6154999999999999,0.6454000000000001,0.6634,0.6748000000000001,0.6827,0.6896,0.6984,0.7132999999999999,0.7298,0.7451000000000001,0.7592,0.7693000000000001,0.7765000000000001,0.7794,0.7805,0.7811
North America / USA / Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006500000000000001,0.0275,0.045649999999999996,0.0663,0.0955,0.1306,0.1946,0.2438,0.2897,0.32030000000000003,0.3418,0.3667,0.38079999999999997,0.4422,0.4543,0.4671,0.48146666666666665,0.4954,0.5092,0.5246,0.5357999999999999,0.545,0.5528799999999999,0.5710000000000001,0.584175,0.5928,0.6015999999999999,0.6112,0.6309333333333333,0.6333,0.636,0.6394
Europe / France / Auvergne Rhone Alpes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0176,0.028999999999999998,0.0365,0.0466,0.0675,0.0981,0.1335,0.1641,0.21489999999999998,0.2914,0.3764,0.4537,0.5028,0.5573,0.6154999999999999,0.6454000000000001,0.6634,0.6748000000000001,0.6827,0.6896,0.6984,0.7132999999999999,0.7298,0.7451000000000001,0.7592,0.7693000000000001,0.7765000000000001,0.7794,0.7805,0.7811
North America / USA / Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.029300000000000003,0.06620000000000001,0.09519999999999999,0.133,0.1794,0.24309999999999998,0.2986,0.3543,0.38880000000000003,0.4167,0.4486,0.4696,0.48460000000000003,0.4959,0.5156000000000001,0.5376333333333333,0.5584,0.5742,0.5882999999999999,0.5975,0.6053000000000001,0.61264,0.624,0.63095,0.6381,0.6478,0.6531999999999999,0.6575666666666666,0.6607,0.6631,0.665
North America / USA / Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060999999999999995,0.024399999999999998,0.0556,0.0944,0.1386,0.18780000000000002,0.2632,0.3323,0.37689999999999996,0.40149999999999997,0.42119999999999996,0.44329999999999997,0.455,0.4618,0.46909999999999996,0.47759999999999997,0.4872666666666666,0.4961,0.5039,0.5123,0.5188,0.5242,0.52974,0.5428000000000001,0.5497,0.5574,0.5647,0.5702,0.5744333333333334,0.5772999999999999,0.5793,0.5809000000000001
Europe / Switzerland / Basel Landschaft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0055000000000000005,0.0199,0.0388,0.0541,0.0694,0.08900000000000001,0.1137,0.1508,0.2116,0.28190000000000004,0.3528,0.4288,0.48840000000000006,0.5127,0.5305,0.5461,0.5645,0.5871,0.6158,0.6371,0.6481999999999999,0.6552,0.6618,0.6674,0.6724,0.6776000000000001,0.6811,0.685,0.6866,0.6872,0.6876000000000001
North America / Canada / Alberta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0015,0.004699999999999999,0.011200000000000002,0.0152,0.017,0.0192,0.0246,0.0305,0.0382,0.0545,0.12279999999999999,0.2647,0.4314,0.5505,0.6161,0.6537000000000001,0.6773,0.6942,0.713,0.7284,0.7429000000000001,0.7533,0.7615000000000001,0.767,0.7714,0.7757,0.7835,0.7972,0.8083,0.8134999999999999,0.8167,0.8195
