VariantName,GrowthRate,GrowthRateStd,Rank
FY.9,9.9983821987381,0.34546576445174376,1
FY.4.2,9.997861475825246,0.34449829048159836,2
EG.2.5,9.997576311011064,0.34493649027041184,3
FY.4.1.2,9.99741992688249,0.3443477750445363,4
FY.4.1,9.997349401691372,0.3443162517436634,5
FY.4,9.997329155035874,0.34431546182764555,6
FY.7,9.997228734567402,0.3447684094335872,7
FY.3.2,9.997003758984016,0.34432766750123484,8
FY.3.3,9.99699084334563,0.3443075865107,9
FY.3,9.99698816388386,0.3443233675431173,10
FY.1,9.99684058871684,0.34449866308558635,11
FY.2,9.996443381158276,0.34437181760883184,12
XBB.1.22.1,9.996443381158276,0.34437181760883184,13
FY.2.1,9.996184879235807,0.34463667537159565,14
FY.1.3,9.99597914170536,0.34470959557360265,15
FY.6.2,9.995776360988897,0.34487556389631324,16
FY.6,9.99564195283975,0.34478342823485686,17
GJ.2,9.994230490372628,0.3410142532738505,18
GJ.3,9.993803830551316,0.3407584368784713,19
XBB.2.3.3,9.993692182446702,0.34063003293936384,20
FL.35.1,9.990434814849754,0.34363598298948883,21
FL.28,9.990157577603316,0.34378324874815036,22
EG.2.3,9.990036827013896,0.3446186642469279,23
FL.2.7.1,9.989641330023346,0.34340342066343327,24
FL.2.2.1,9.989507748697998,0.3432865091067139,25
FL.33.1,9.989478795614549,0.34328948705523543,26
XBB.1.9.7,9.989463206405787,0.34340891852580424,27
FL.2.2,9.989424854769837,0.34328771313044587,28
EG.4.5,9.989424854769837,0.34328771313044587,29
EG.2,9.989424854769837,0.34328771313044587,30
FL.4.8,9.989415858484785,0.3432863044402386,31
FL.4.1.1,9.989010541129652,0.3443329691468729,32
XBB.1.16.23,9.987078894074884,0.3440129123682583,33
XBB.1.16.13,9.986873091474688,0.3436156021806852,34
FU.5,9.986851534946652,0.3435242086600229,35
FU.4,9.98612149703418,0.34354945403688697,36
FU.2.1,9.98587966512186,0.3436182725859142,37
FU.1.1.1,9.985652822554504,0.343628727461875,38
XDB,9.985539376562697,0.3431728327749253,39
FU.1.1,9.985538796324564,0.34351361049083634,40
XBB.1.16.21,9.98515216028962,0.3432894619876451,41
XBB.1.16.30,9.985010470561935,0.3431962300563462,42
XBB.1.16.8,9.984984674133504,0.34318304532392807,43
XBB.1.16.25,9.984981904438191,0.34370757768704574,44
XBB.1.16.29,9.984849529583672,0.34315958468015284,45
XBB.1.16.7,9.984841132128231,0.3431489148409851,46
XBB.1.16,9.984841132128231,0.3431489148409851,47
XBB.1.16.5,9.984841132128231,0.3431489148409851,48
XBB.1.16.31,9.984841132128231,0.3431489148409851,49
XBB.1.16.19,9.984841132128231,0.3431489148409851,50
XBB.1.16.22,9.984841132128231,0.3431489148409851,51
XBB.1.16.3,9.984841132128231,0.3431489148409851,52
XBB.1.16.20,9.984795924065049,0.34318758907930896,53
FU.1,9.98478939502845,0.34317079274040074,54
FU.3,9.98478939502845,0.34317079274040074,55
FU.2,9.98478939502845,0.34317079274040074,56
XBB.1.16.1,9.98478939502845,0.34317079274040074,57
FU.3.1,9.98475534437155,0.34331539607123357,58
XBB.1.16.18,9.984496835725231,0.34333694219355876,59
GY.1,9.984275595029043,0.343435355162531,60
XBB.1.16.4,9.98420688612685,0.34341974427217825,61
GY.7,9.984134452961486,0.34324798231774933,62
GY.3,9.984121153448518,0.34327652895448224,63
GY.9,9.984083713087148,0.3431934401475197,64
GY.2,9.984048548177553,0.34320195929652053,65
XBB.1.16.2,9.984040150721988,0.34319127117901893,66
GY.5,9.984040150721988,0.34319127117901893,67
GY.4,9.984039180983912,0.3432157655785069,68
GY.2.1,9.983996594402946,0.34322232798181557,69
GY.6,9.983927049282537,0.3432575665909805,70
XBB.1.16.10,9.983796767392588,0.34365696013158986,71
XBB.2.3.13,9.981345987212906,0.33880872971531595,72
JS.1,9.980426870753467,0.3393225803152344,73
JS.2,9.979959328662083,0.3392905670536564,74
