PANGO,GrowthRate,GrowthRateStd
BA.2.12.1,7.858381024901886,0.3706690518744465
BA.2.11,7.834626337626876,0.3401651264440762
BA.5,7.764192357246132,0.3507698318811563
BA.2.12,7.598935114629903,0.3587361045143007
BA.2.9.1,7.399786395746127,0.3360647659500468
BA.2.3.2,7.399726824272297,0.3350425172180443
BA.2.3.1,7.399435471097891,0.3352132432101377
BA.2.8,7.399423068551451,0.3350681568565823
BA.2.3,7.399304173486251,0.334848140568534
BA.2.14,7.399265344012403,0.3350633708585119
BA.2.4,7.398754347567188,0.3350723124600842
BA.2.7,7.398462053146757,0.3349621223057952
BA.2.6,7.398436359846866,0.3350918994014935
BA.2.5,7.398395263457048,0.3350156725784908
BA.2.1,7.398287638471597,0.3348597647150009
BA.2.13,7.398209839554907,0.336057581383518
BA.2.2,7.393934238320109,0.3361032922751695
BA.2,7.370414694045641,0.3476015206305967
BA.2.15,7.339229710558047,0.3452294236095275
BA.2.16,7.338944935789653,0.3450115574480086
BA.4,7.333067451668224,0.3460389326313691
XN,7.32827389899935,0.3515721431448258
BA.2.9,7.298051302241549,0.3931549152745669
XT,7.272554972713099,0.3600521371166165
BA.2.10,7.26299354696883,0.3469911158946961
BA.2.10.1,7.261916213891211,0.3471416015917052
XR,7.248952411595588,0.364754997105136
XL,7.205548615851643,0.3685376429380799
XG,7.197059363222199,0.3682764836424681
XQ,7.147374928009754,0.3647063739741447
XH,7.012471606448529,0.3663437174634608
XE,6.962660998361862,0.3683567672909892
XJ,6.962220901417492,0.368597811793118
XM,6.933734111396358,0.3676321824573174
XK,6.73563696228241,0.3660294164316736
BA.3,6.451147966516007,0.3691748436993548
XS,6.293131203379693,0.305662624508678
XP,6.215861856937612,0.306210061705527
BA.1.1.4,6.154463912398335,0.29034936602619
BC.1,6.153895452040467,0.2901861666192437
BA.1.1.1,6.15383899372597,0.2899282168727488
BA.1.1.9,6.15286609715238,0.2900314484962139
BA.1.1.10,6.152709405595753,0.2898234236149625
BA.1.1.12,6.152684559455361,0.289997414849667
BA.1.1.16,6.152612984271572,0.289870961793794
BA.1.1.6,6.152544055368227,0.2901499934010686
BA.1.1.5,6.152479751570308,0.2901583343903456
BA.1.1.7,6.1524738511235935,0.2898143429369736
BA.1.1.13,6.1523871068558735,0.2900888894787937
BA.1.1.8,6.152319255486838,0.2900717364357947
BA.1.1.14,6.152309850815768,0.2898754012007494
BA.1.1.17,6.1516079952402976,0.2904055335803633
BA.1.1.15,6.151514153533542,0.2901034045452277
BA.1.1.3,6.149400544746246,0.2908441746308264
BA.1.1.2,6.14575773224686,0.2917680554081331
B.1.1.529,6.136618685767099,0.6420974804329899
BA.1.1,6.111391843498516,0.3092314377474154
BA.1.1.11,5.986464539043295,0.3152260112779051
BA.1.9,5.980758146283341,0.3170174085791333
XD,5.847519041505434,0.3322996557869192
BA.1.8,5.802954020003955,0.2938387733295285
XF,5.796579476964851,0.2932219900223844
BA.1.15.2,5.788470955580414,0.289850663443857
BA.1.15,5.787967069039526,0.2896549947366932
BA.1.15.1,5.787493431401889,0.2897888502217498
BA.1.18,5.784105593928197,0.2894883755023757
BA.1.3,5.781936784275188,0.2892731162762369
BA.1.5,5.781916957396441,0.2894241131765724
BA.1.10,5.781883359256087,0.2892940532498906
BA.1.12,5.7818529014502165,0.2894282934530864
BA.1.16.2,5.781831590242086,0.2895048350796921
BA.1.16.1,5.781808531920759,0.2896038531008681
BA.1.16,5.781805756215311,0.2892304827182952
BA.1.7,5.781738428175922,0.2892225577040614
BA.1.14.1,5.781730061728048,0.2893588378655264
BA.1.14.2,5.781727150444238,0.2893802795072745
BA.1.6,5.781725173014266,0.289189679540382
BA.1.14,5.781581158365969,0.2891522198283606
BA.1.4,5.78127065885982,0.2893668989811455
BA.1.2,5.781010103974241,0.2896662715870758
BA.1.21,5.780506021674472,0.28933632626205
BA.1.20,5.780476558172882,0.2892094107644705
BA.1.13.1,5.780410268235327,0.2902006643662117
BA.1.21.1,5.780158969151313,0.2896019121242544
BA.1.19,5.779913238141697,0.2894064766947688
BA.1.13,5.779600407439168,0.2896592157384599
BA.1,5.752193978502964,0.3485389032274938
BA.1.17.2,5.748308197303445,0.2926902367916325
BA.1.17.1,5.733055365752366,0.293497789747403
BA.1.17,5.72900481751989,0.2937870378677644
AY.127.2,4.094505956362061,0.1882900001203751
AY.127.1,4.094317951210996,0.1874732614713231
AY.33.2,4.04487270755032,0.1587294509681384
AY.4.2.2,3.949993237784729,0.1628593867346784
AY.43.3,3.949163802722957,0.2174884010088957
AY.4.2.1,3.9374533327261063,0.1592812641383738
AY.4.2.4,3.937297261783372,0.1587934041662921
AY.4.2,3.9365106497100575,0.1585357907338464
AY.4.2.3,3.936275900025778,0.1584367853131817
AY.4.2.5,3.936263197246466,0.1583737193312966
AY.127.3,3.913514518797036,0.1669668267582916
AY.127,3.896235287368116,0.190763658080657
AY.23.1,3.8634967609363264,0.2064040489855855
AY.121.1,3.836064550533619,0.1567499916313451
AY.33.1,3.827455137170698,0.2227469670037674
AY.43.4,3.801773918237932,0.1625851073659054
AY.43.9,3.790014764076448,0.1560539728497175
AY.43.6,3.7890150032621066,0.1556528899265059
AY.43.5,3.788986150013242,0.1565701186818058
AY.43.8,3.788041840019896,0.154880218974316
AY.43.2,3.787902986660402,0.1551705910653282
AY.43.1,3.787639630065603,0.1554672123885783
AY.43.7,3.786074022617671,0.1557991042583854
AY.43,3.7860363387184464,0.1559011784088489
AY.39.1,3.7770113479212255,0.2064201125877686
AY.4.16,3.7686291328437225,0.1575687190330877
AY.4.10,3.7686038657344434,0.1571866670328218
AY.4.15,3.768202688008538,0.1571918888132585
AY.4.14,3.768087443799274,0.157062639898377
AY.4.5,3.767273878988361,0.1555677748892661
AY.4.6,3.7672089415889314,0.1562195247187691
AY.4.13,3.7670153174521777,0.1563129445923383
AY.4.11,3.7667541312552646,0.1557568285662781
AY.4.8,3.766579199416573,0.156195295046143
AY.4.17,3.7662439078766097,0.1552577146514722
AY.4.3,3.765964605697388,0.1559124175874045
AY.4.12,3.765829847445768,0.1558520131810668
AY.4.9,3.7658264772130794,0.1551749392839428
AY.4.1,3.7658033582557446,0.1559987089032408
AY.4.4,3.765310250068013,0.1560258632621361
AY.4,3.764429601458195,0.1574772380395529
AY.130,3.75882788242663,0.1879364078693775
AY.129,3.751389430751244,0.1759957701780703
AY.36.1,3.7513444717948543,0.1809399187488508
AY.121,3.735818954747542,0.1747315756957123
AY.119.2,3.733252654637952,0.1734284581361974
AY.23,3.728053126914644,0.1879385825187842
AY.126,3.723520585181947,0.1660393637286387
AY.36,3.718541250629367,0.1716807057068657
AY.34.2,3.717376205629393,0.1689808685040925
AY.34.1.1,3.711402635464822,0.1652083940890718
AY.34.1,3.7111049508285863,0.1651453652173619
AY.34,3.706878213386312,0.1660205091544618
AY.116.1,3.7053465093246336,0.168399683712862
AY.122.3,3.6966998993131583,0.163574590207169
AY.46.3,3.6952687562201567,0.1672645815030123
AY.3.3,3.69210027215444,0.1663319904850749
